56ab24c15b72a457069c5ea42fcfc640,happy,wonder,sublimity
682c8cebb3ced81411bc4af25faf027d,amazed,wonder,sublimity
376c3297c6fe10bfcc2f07f1f5152420,dazzled,wonder,sublimity
20660ad1de0bc3cf3f242f7df8641b3e,allured,wonder,sublimity
11dfd868d93bc2b0e4ce0bee5756f8b1,moved,wonder,sublimity
f2f2f47f264f7ffe875250d1fc76afea,inspired,transcendence,sublimity
b94f04ddeaabf68bb1fa44f87908f3eb,feeling_of_transcendence,transcendence,sublimity
ee77fbdcb26ed7ef7f24727a421b0fb1,feeling_of_spirituality,transcendence,sublimity
27bf32b3925e1ce66f5b6dd1d951cf77,thrills,transcendence,sublimity
e2f94a4e7b4fc1dfb720698a7a45576,in_love,tenderness,sublimity
721427cfd285945795ca2ed7cbd15eb8,affectionate,tenderness,sublimity
9c12b524b1c02920f15b72eb3781859c,sensual,tenderness,sublimity
a538a0ca54a9f51fc1334040fb89d64,tender,tenderness,sublimity
3ff81b7e26b1fdbbc7f5d39ce60577b8,softened_up,tenderness,sublimity
fd27050410af504e54be3f3d412919f1,sentimental,nostalgia,sublimity
68f26a81667396b919c38bbc762e4c7e,dreamy,nostalgia,sublimity
f50facbb31b5cf917b67c1b5f129d71f,nostalgic,nostalgia,sublimity
8afee07d8cc5d828bed0ce37516c1a84,melancholic,nostalgia,sublimity
a5979a1cab999c158118e81aad88ff64,calm,peacefulness,sublimity
81f32be24a2a62fc472cc43edc97e65b,relaxed,peacefulness,sublimity
2c97a67859735bb9d6d4ba3746df499e,serene,peacefulness,sublimity
509169542d21da19b0b0bd232848b963,soothed,peacefulness,sublimity
c1ec305ffc2aae19e3dd2ccb39a51766,meditative,peacefulness,sublimity
22b4119971b1a4fa40ee3620bb7defbe,energetic,energy,vitality
d3f3f9cfcda8efb1cf3bf7865a0a39eb,triumphant,energy,vitality
ef92039ae568d37bcab50a4b46c42f7c,fiery,energy,vitality
6f7f9432d35dea629c8384dab312259a,strong,energy,vitality
e403d1f5ba2c18c91aee011cb1fdeffe,heroic,energy,vitality
7e22b83c3ea01ac2f9b955ed71cb870f,stimulated,joyful_activation,vitality
6d6ea3c66479e5b2fe850819e09cb273,joyful,joyful_activation,vitality
1182af033a10029760101f0c5064fea0,animated,joyful_activation,vitality
611f1f7a0bc943f5eee6b2411f21be3b,dancing,joyful_activation,vitality
20850997d91e729862584032df68949b,amused,joyful_activation,vitality
24ecb19ceb782392c9ec0dd35f994a9a,agitated,tension,unease
da97859f45baed5a5fee829be3ee5bbc,nervous,tension,unease
16446e823584427e4a21f828d0e53ecd,impatient,tension,unease
97c028de1953a1ccd3668ded9a81e5c9,irritated,tension,unease
49f0bad299687c62334182178bfd75d8,sad,sadness,unease
413807d33fe1d9120c7d468ced6dc905,sorrowful,sadness,unease
